split,analysis_group,pair_id,label,neural_score,symbolic_status,violated_constraints,positive_evidence,uncertain_reasons,final_decision,governed_pred,decision_reason,left_title,right_title,left_brand,right_brand,left_price,right_price
train,true_positive_blocked_by_symbolic_invalid,41256110#34686093,1,0.9665051013841236,invalid,['model_token_conflict'],"['color_match', 'category_keyword_overlap']","['brand_missing', 'multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,LaCie 5TB HDD External Mobile Drive - Moon Silver,"Seagate Mobile Drive 5TB External Hard Drive Portable HDD – Moon Silver USB-C USB 3.0, for Mac and PC Desktop, 1 Month Adobe CC (STHG5000400)",,Seagate,159.99,154.99
valid,true_positive_blocked_by_symbolic_invalid,73979426#83239139,1,0.9646033247681928,invalid,['variant_modifier_conflict'],['model_token_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,NETGEAR GS108E Switch 8 Port ProSafe - GS108E-300PES,Netgear ProSAFE Unmanaged Plus Switch - GS108E - 8 Gigabit Ethernet poorten,,Netgear,226.00,35.27
valid,true_positive_blocked_by_symbolic_invalid,83095015#89399226,1,0.9639076034218848,invalid,['model_token_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Life Extension - Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 50mg - 30 softgels,Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 50 mg,,Life Extension,20.15,15.00
valid,true_positive_blocked_by_symbolic_invalid,84301060#87426005,1,0.9638807384557996,invalid,['brand_conflict'],['color_match'],['currency_missing_or_mismatch'],reject,0,symbolic_invalid_blocks,Instax Square film Black Frame,Fujifilm Instax Square Film ( Black Frame 10's ),Fuji,FUJIFILM,฿370,55.0
train,true_positive_blocked_by_symbolic_invalid,50176096#29478614,1,0.959955816446606,invalid,['variant_modifier_conflict'],['model_token_overlap'],"['brand_missing', 'multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Corsair ML140 PRO 140mm Premium Magnetic Levitation Fan - Twin Pack,Corsair ML140 140mm Premium Magnetic Levitation Fan Ã¢ÂÂ Twin Pack,Corsair,,36.61,59.00
train,true_positive_blocked_by_symbolic_invalid,10327275#48678537,1,0.959084559882976,invalid,['variant_modifier_conflict'],['model_token_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Manfrotto 500 Pro Fluid Video Head with Flat Base MVH500AH,Manfrotto MVH500AH Head Fluid Video Flat Base,Manfrotto,,99.17,233.2
test,true_positive_blocked_by_symbolic_invalid,18140756#51109166,1,0.9549614259729504,invalid,['model_token_conflict'],"['quantity_match', 'category_keyword_overlap']","['brand_missing', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Ssd patriot burst 480gb 2.5 sata3 r/w speed: 560ms/s/540 mb/s,Patriot BURST 480GB 2.5 SSD,Patriot,,334.1,1.579E3
valid,true_positive_blocked_by_symbolic_invalid,54726010#19731649,1,0.9520468134849888,invalid,['quantity_conflict'],"['brand_match', 'model_token_overlap', 'category_keyword_overlap']","['bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,"ASUS AM4 TUF Gaming X570-Plus ATX Motherboard with PCIe 4.0, Dual M.2, 12+2 with Dr. MOS Power Stage, HDMI, DP, SATA 6Gb/s, USB 3.2 Gen 2 and Aura Sync RGB Lighting",ASUS TUF GAMING X570-PLUS,ASUS,ASUS,189.99,68978
test,true_positive_blocked_by_symbolic_invalid,995548#36270221,1,0.9516952709198978,invalid,['model_token_conflict'],[],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Seiko Prospex Automatic Divers 200M,Seiko Mens Prospex Divers Automatic Blue Rubber Strap Watch SPB053J1,,Seiko,799,743.07
train,true_positive_blocked_by_symbolic_invalid,50176096#36295476,1,0.9476474371695882,invalid,['variant_modifier_conflict'],"['brand_match', 'model_token_overlap']","['multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Corsair ML140 PRO 140mm Premium Magnetic Levitation Fan - Twin Pack,Corsair ML140 Magnetic Levitation 140mm Case Fan - Twin Pack,Corsair,Corsair,36.61,44.99
train,true_positive_blocked_by_symbolic_invalid,12459344#35452993,1,0.945895843353568,invalid,['model_token_conflict'],"['quantity_match', 'category_keyword_overlap']","['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Ubiquiti UniFi UVC-G3-FLEX-3 Video Cameras - 3 Pack,"UVC-G3-FLEX-3Ubiquiti UniFi Video Camera, G3, Flex 3 pack",Ubiquiti,,258.49,26.27
train,true_positive_blocked_by_symbolic_invalid,29169075#77369770,1,0.9452621285433812,invalid,['variant_modifier_conflict'],"['model_token_overlap', 'quantity_match']","['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Cooler Master MasterLiquid Lite ML120L RGB V2,Cooler Master MasterLiquid ML120L RGB V2 120mm Liquid CPU Cooler MLW-D12M-A18PC-R2 | PCByte,,Cooler Master,289,85.0
train,true_positive_blocked_by_symbolic_invalid,63082325#6529731,1,0.9446468153856168,invalid,['model_token_conflict'],['category_keyword_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,"Garmin Transducer extension cable, 4-pin (10 ft)",Garmin Garmin 10ft Transducer Extension Cable 4 -Pin,,Garmin,42,29.99
train,true_positive_blocked_by_symbolic_invalid,8540731#88912520,1,0.9440250563182094,invalid,['brand_conflict'],['model_token_overlap'],['currency_missing_or_mismatch'],reject,0,symbolic_invalid_blocks,TP-Link Tl-pb20000 20000mah Power Bank,Power bank de 20000mah polímero de litiotl-pb20000/ tl-pb20000,TP-Link,Tplink,206.99,463.22
test,true_positive_blocked_by_symbolic_invalid,84271012#33271813,1,0.9423726295996148,invalid,"['model_token_conflict', 'variant_modifier_conflict']",[],"['brand_missing', 'multiple_quantities_ambiguous', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,70mm X 120mm Tarot Card Board Game Sleeves (50 ct.),Ultra Pro - Board Game Sleeves 50ct - Tarot Sized - 70mm x 120mm,Ultra PRO,,0.0,3.25
test,true_positive_blocked_by_symbolic_invalid,2157787#24112052,1,0.9408165458377008,invalid,['model_token_conflict'],[],"['brand_missing', 'multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Dymo 12mm Black On Green D1 Tape (45019),DYMO 4500 TAPE BLACK/GREEN 45019,Dymo,,11.69,10.98
test,true_positive_blocked_by_symbolic_invalid,8130501#40458528,1,0.9391877789888206,invalid,['model_token_conflict'],['category_keyword_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,"Nikon EN-EL23 Rechargeable Battery, 3.8v 1850mah",Nikon EN-EL23 Rechargeable Li-ion Battery for P600/610 and P900,,,39.90,69.99
valid,true_positive_blocked_by_symbolic_invalid,52988990#7068563,1,0.9376554855563052,invalid,['model_token_conflict'],['category_keyword_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Canon PFI-107C Cyan Ink,CANON PFI-107 ink cartridge cyan,,CANON,74.00,418.40
test,true_positive_blocked_by_symbolic_invalid,26513717#26986067,1,0.9341253553082898,invalid,['model_token_conflict'],['category_keyword_overlap'],"['brand_missing', 'currency_missing_or_mismatch', 'color_conflict']",reject,0,symbolic_invalid_blocks,Tissot Watch V8 Swissmatic Mens,Tissot Mens T-Sport V8 Swissmatic White Dial Bracelet Watch T106.407.11.031.01,,Tissot,390.00,351.00
valid,true_positive_blocked_by_symbolic_invalid,90178413#44412171,1,0.9327080835584288,invalid,['model_token_conflict'],[],"['brand_missing', 'multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",reject,0,symbolic_invalid_blocks,Seagate 12TB 7200obr. 256MB IronWolf,SEAGATE 12TB 3.5'' 7200RPM 256MB Sata3 Ironwolf Nas Dahili HardDisk ST12000VN0008,,,1859,3.4199E3
train,true_positive_blocked_by_symbolic_invalid,25251155#15732066,1,0.9319876044399164,invalid,['model_token_conflict'],['category_keyword_overlap'],"['brand_missing', 'price_missing']",reject,0,symbolic_invalid_blocks,Tissot T-Touch Expert Solar Watch T0914204605101,Tissot Mens T-Touch Expert Solar Black Leather Strap Watch T091.420.46.051.01,,Tissot,,780.20
valid,uncertain_high_score,78253269#96929485,0,1.0,uncertain,[],[],"['brand_missing', 'model_tokens_no_overlap', 'multiple_quantities_ambiguous', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Ladies Daniel Wellington Sheffield Rose 36mm Watch DW00100036,BỘ LƯU ĐIỆN UPS APC SURT20KRMXLI 20KVA,,APC,149.00,205000000
valid,uncertain_high_score,58786972#46197341,1,0.9982281441825804,uncertain,[],[],"['brand_missing', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Razer Ornata Chroma Gaming Keyboard,"Tastatura Razer Ornata Chroma â€“ Multi-color Membrane Gaming Keyboard - US Layout, Wired USB Connection, Razer Mecha-Membrane Technology, Mid-height keycaps, Razer Chroma backlighting, Ergonomic wris",,,199.95,851.82
valid,uncertain_high_score,6666822#46096282,1,0.9935380320111086,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Corsair K55 RGB Gaming Keyboard,CORSAIR K55 RGB Gaming Keyboard - Quiet & Satisfying LED Backlit Keys - Media Controls - Wrist Rest Included – Onboard Macro Recording | CH-9206015-NA,,,3850.00,308.00
test,uncertain_high_score,56698149#45220776,0,0.9924204348548196,uncertain,[],[],"['brand_missing', 'price_missing']",accept,1,score_above_threshold_not_invalid,Epson Ultra Glossy Photo Paper,"EPSON S041944 ultra glossy photo paper 300g/m², 13x18cm/50vel",Epson,,2150,
valid,uncertain_high_score,10214898#18529215,1,0.9914170416860304,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Swiss Military Hanowa Flagship 06-5161.2.04.007,Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Men's Watch,,,1895.00,181.00
valid,uncertain_high_score,49816210#73760575,1,0.990852662964298,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Gorro New Era Oakland Raiders HM Knitted Cap,Bonnet New Era Oakland Raiders HM Knitted Cap,,,3.19E1,3.19E1
test,uncertain_high_score,4395083#68021989,0,0.9874603493453024,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,DJI Mavic 2 Enterprise Dual,DJI Mavic 2 Enterprise (Zoom) w/ Smart Controller and DJI Enterprise Shield Basic,,,999999,2.995E3
valid,uncertain_high_score,91573353#51362158,1,0.986803655732518,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Jacket New Era nfl new england patriots bomber,Bunda New Era nfl new england patriots bomber,,,1.199E2,1.199E2
train,uncertain_high_score,18649931#69398766,1,0.9864702640923644,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Kappe New Era Clean Trucker Chicago Bulls Cap,Cap New Era Clean Trucker Chicago Bulls Cap,,,2.59E1,2.59E1
test,uncertain_high_score,77900148#32297124,0,0.985988145392228,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Dutch Doobadoo - Dutch Card Art - Apple,Dutch Doobadoo - Dutch Card Art - Sneeuwbol,,,4.75,4.75
test,uncertain_high_score,30058882#4395083,0,0.9853527143881532,uncertain,[],[],"['brand_missing', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,DJI Mavic 2 Enterprise Dual with Shield Protection or Smart Controller,DJI Mavic 2 Enterprise Dual,DJI,,3350.00,999999
test,uncertain_high_score,56698149#50987480,1,0.9844648548973188,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Epson Ultra Glossy Photo Paper,Epson A4 300gsm Ultra Glossy Photo Paper - 15 sheets,Epson,,2150,19.49
valid,uncertain_high_score,8482438#5062948,1,0.9826678820254612,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,"Life Extension Super Ubiquinol COQ10 with Enhanced Mitochondrial Support 100 mg, 60 Count","Life Extension, Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support, 100 mg, 60 Softgels",,,46.50,2297.17
test,uncertain_high_score,37696616#18510686,0,0.9821737200727998,uncertain,[],[],"['brand_missing', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Epson Premium Glossy Photo Paper - A4 - 20 Sheets,Epson A4 Glossy Photo Paper 20 Sheets,,,19.80,9.96
valid,uncertain_high_score,63386383#88950114,0,0.9809379599895608,uncertain,[],[],"['brand_missing', 'multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Fujifilm XF-56mm f1.2 APD,Fujifilm XF-56mm f1.2 R,,Fujifilm,999.00,879.49
train,uncertain_high_score,34471783#37251882,1,0.9805491740283954,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Canon Pro Platinum Photo Paper 20Sh,"Canon PT-101 4""X6"" Photo Paper Pro Platinum (20 sheets)",,Canon,11.99,14.90
train,uncertain_high_score,40610417#79464526,1,0.9791507819471982,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Veste New Era nfl new england patriots bomber,Jacke New Era nfl new england patriots bomber,,,1.199E2,1.199E2
test,uncertain_high_score,56774153#59874069,1,0.9788883344697876,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,"Card Art Card Baby romper, Dutch Doobadoo 470.713.595",Dutch Doobadoo Card Art - Baby Onesie,,,2.75,4.95
test,uncertain_high_score,68400481#75957420,1,0.9775434776212332,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Dutch Doobadoo Dutch Box Art stencil Merci A4 470.713.017,Dutch Doobadoo - Dutch Box Art - Merci,,,4.85,4.75
valid,uncertain_high_score,42116919#29572994,1,0.9772818183234304,uncertain,[],[],"['brand_missing', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,D'Addario NYXL Nickel Wound Electric Guitar Strings Medium Top / Heavy Bottom 11-52,Daddario 11-52 NYXL Medium Top Heavy Bottom Nickel Wound Electric Strings,D'Addario,,13.99,12.99
test,uncertain_high_score,34487169#31981847,1,0.9765773514214672,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,"Card Art Window 2, Dutch Doobadoo 470.713.307",Dutch Doobadoo Dutch Card Art Stencil Window A4,,,2.75,4.95
train,uncertain_high_score,29882800#30168739,1,0.9761524995038192,uncertain,[],[],"['brand_missing', 'price_missing']",accept,1,score_above_threshold_not_invalid,Canon EF-S 10-18 f/4.5-5.6 IS STM,Canon EF-S 10-18 mm f/4.5-5.6 IS STM Reflex Lens,Canon,,,2.593E2
test,uncertain_high_score,56774153#60071236,0,0.975879648478435,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,"Card Art Card Baby romper, Dutch Doobadoo 470.713.595",Dutch Doobadoo Card Art 3733 Snowdome,,,2.75,3.15
valid,uncertain_high_score,79599413#55369895,0,0.975729759010974,uncertain,[],[],"['brand_missing', 'model_tokens_no_overlap', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,"EPSON Multipack fr EPSON Stylus Photo R200 / R300 Inhalt: je 1x light cyan, cyan, light magenta, magenta, gelb, schwarz (neu: C13T04874010 / alt: C13T048140A0) R220 / R320 / R340 / RX500 / RX600 / RX620 / RX640",Epson STYLUS PHOTO R3000 BLACK INK,EPSON,,99.41,24.81
train,uncertain_high_score,98586705#25435848,0,0.975336973970805,uncertain,[],[],"['brand_missing', 'multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Apple 60W MagSafe 2 Power Adapter Macbook 60w Magsafe2 Power Adapter,APPLE APPLE 60W MAGSAFE POWER ADAPTER,,APPLE,79.0000,1049.00
train,uncertain_high_score,27442156#71716796,0,0.9752975083266688,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Herrenuhr,Swiss Military Hanowa Flagship 06-5161.2.04.003,,SWISS MILITARY HANOWA,"378,00 лв",6145.0000
valid,uncertain_high_score,95163536#6972787,1,0.9752256891140992,uncertain,[],[],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,"RAM-B-342U RAM Mounts Motorcycle Fork Stem Base with 1\"" Ball","RAM Motorcycle Fork Stem Base with 1\"" Ball",,RAM Mounts,16.49,$22.00
train,uncertain_high_score,20101674#9566556,1,0.975065681100738,uncertain,[],[],"['brand_missing', 'multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Canon EF 100mm F2.8 L IS USM Macro,EF 100mm f/2.8L Macro IS USM,Canon,,969.00,1040
test,uncertain_high_score,95629679#3745118,0,0.9747365308795264,uncertain,[],[],"['brand_missing', 'multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Peak Design Everyday Backpack 20L v2 - Midnight,Peak Design Everyday Backpack 20L V2,,Peak Design,259.95,1920
train,uncertain_high_score,74483795#10484404,1,0.9743615499356773,uncertain,[],[],"['brand_missing', 'multiple_quantities_ambiguous', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Fujifilm XF 80mm F2.8 R LM OIS WR Macro | 2 Years Warranty,Fujifilm XF 80mm F2.8 R LM OIS WR Fujinon Macro Lens,,,959,1149.00
valid,valid_high_score_accepted,29521578#96929485,0,1.0,valid,[],"['model_token_overlap', 'category_keyword_overlap']","['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,"APC SMART-UPS EXTERNAL BATTERY (RT SERIES), 192V (FOR SURT15KRMXLI & SURT20KRMXLI)",BỘ LƯU ĐIỆN UPS APC SURT20KRMXLI 20KVA,,APC,4206.7,205000000
valid,valid_high_score_accepted,35589885#96929485,1,1.0,valid,[],['category_keyword_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,"APC Smart-UPS RT - USV - 19\""-Rack montierbar - 230 V",BỘ LƯU ĐIỆN UPS APC SURT20KRMXLI 20KVA,,APC,12351.33,205000000
valid,valid_high_score_accepted,96929485#90174187,0,1.0,valid,[],['category_keyword_overlap'],"['brand_missing', 'model_tokens_no_overlap', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,BỘ LƯU ĐIỆN UPS APC SURT20KRMXLI 20KVA,APC Smart-UPS SRT 10000VA 230V,APC,,205000000,10630.6
test,valid_high_score_accepted,196253#6175893,1,0.9981620572663652,valid,[],['model_token_overlap'],"['brand_missing', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Tissot Le Locle T006.207.11.038.00,Đồng hồ Tissot T006.207.11.038.00,,,423.00,18140000
valid,valid_high_score_accepted,29732271#89895212,1,0.9975414935731608,valid,[],"['model_token_overlap', 'color_match']","['brand_missing', 'multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,"Cooler Master Hyper H411R CPU Cooler with 92mm White LED PWM Fan, 4 Heat Pipes / Direct Contact / Aluminum Fins Intel: LGA 2066 / 2011-3 / 2011/1200/ 1151 /1150 /1155 /1156 / 1366 / 775, AMD AM4 / AM3+ / AM3 / AM2+ / AM2 / FM2+ / FM2 / FM1",Cooler Master CPU Cooler Hyper H411R,,,45,79
test,valid_high_score_accepted,55154351#51848095,1,0.9964832420073576,valid,[],['model_token_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,TISSOT EVERYTIME MEDIUM T109.410.11.033.00 (T109.410.11.033.00),Tissot T109.410.11.033.00,,,260.00,20390
valid,valid_high_score_accepted,36012861#40412085,1,0.995381080896421,valid,[],['model_token_overlap'],"['brand_missing', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Tissot Tradition T063.617.16.057.00,Tissot T-Classic T063.617.16.057.00 Tradition Chrono Black 42mm,,,365.55,10250000
train,valid_high_score_accepted,56736608#95961137,1,0.9937040990659328,valid,[],"['model_token_overlap', 'category_keyword_overlap']","['brand_missing', 'multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Atomos Coiled Full HDMI to Full HDMI Cable (30cm) - ATOMCAB010,Atomos ATOMCAB010 Coiled Full HDMI to Full HDMI Cable,Atomos,,29.00,22.96
test,valid_high_score_accepted,84686125#35452020,1,0.993353129113886,valid,[],['category_keyword_overlap'],"['brand_missing', 'currency_missing_or_mismatch', 'color_conflict']",accept,1,score_above_threshold_not_invalid,"iPhone 7 Plus Lightning Connector Assembly, New, Fix Kit - Grey",iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,,,69.99,44.99
valid,valid_high_score_accepted,14737778#79816290,1,0.9925773102299624,valid,[],['model_token_overlap'],"['brand_missing', 'price_missing']",accept,1,score_above_threshold_not_invalid,"RAM Double U-Bolt Base with 2.25\"" Ball","RAM-D-235U - RAM Double U-Bolt Base with D Size 2.25\"" Ball for Rails from 0.75\"" to 1.25\"" in Diameter",,RAM Mounts,$64.05,
test,valid_high_score_accepted,32359565#19898746,1,0.992116274297723,valid,[],['model_token_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,SEATTLE MARINERS THE LEAGUE 9FORTY ADJUSTABLE,New Era Curved Brim 9FORTY The League Seattle Mariners MLB Navy Blue Adjustable Cap,,,24.99,24.95
valid,valid_high_score_accepted,45988376#67275979,1,0.9915427834628758,valid,[],"['model_token_overlap', 'category_keyword_overlap']","['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,BROTHER MFC-L2710DW COMPACT LASER ALL-IN-ONE WITH DUPLEX PRINTING WITH WIRELESS NETWORKING - COPIER/FAX/PRINTER/SCANNER - 32 PPM MONO PRINT - 2400 X 600 DPI PRINT - AUTOMATIC DUPLEX PRINT - 1200 DPI OPTICAL SCAN - 250 SHEETS INPUT - ETHERNET - WIRELE,Brother MFC-L2710DW - multifunction printer - B/W,,,$249.99,199.99
train,valid_high_score_accepted,43289949#78234939,1,0.9914476209288344,valid,[],['model_token_overlap'],"['brand_missing', 'multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,MikroTik RouterBOARD Cloud Core Router CCR1036-12G-4S-EM,Mikrotik Cloud Core Router CCR1036-12G-4S-EM Extended Memory,MikroTik,,1140.72,4417.212901
train,valid_high_score_accepted,67646392#31276154,1,0.9914331680056804,valid,[],['model_token_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,CS-R9100 CASSETTE 11-25 DURA-ACE 11-SPEED,Shimano Shimano Cs-R9100 Cassette 11-25 Dura-Ace 11-Speed,,Shimano,559.0,339.99
train,valid_high_score_accepted,95961137#67669854,1,0.9911785281036416,valid,[],['category_keyword_overlap'],"['brand_missing', 'multiple_quantities_ambiguous', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Atomos ATOMCAB010 Coiled Full HDMI to Full HDMI Cable,Atomos Atomos coiled full HDMI to full HDMI cable (30-45cm),,Atomos,22.96,22.95
test,valid_high_score_accepted,653566#29009865,1,0.991011690976089,valid,[],"['model_token_overlap', 'category_keyword_overlap']","['brand_missing', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch', 'color_conflict']",accept,1,score_above_threshold_not_invalid,Tissot Mens T-Race Cycling Light Blue Watch T111.417.37.441.05,Tissot T111.417.37.441.05 T-Race Cycling Chronograph Black PVD 44mm,Tissot,,377.65,11820000
valid,valid_high_score_accepted,30007794#77755482,1,0.9906930184904058,valid,[],['category_keyword_overlap'],"['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Canon Ink Jet Cartridge PGI-72 PBK/GY/PM/PC/CO Multipack 40433,Canon PGI-72 PBK/GY/PM/PC/CO 5 Ink Cartridge Multipack,,,55.99,679.99
test,valid_high_score_accepted,56159566#29009865,0,0.9889600346120624,valid,[],"['model_token_overlap', 'category_keyword_overlap']","['brand_missing', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch', 'color_conflict']",accept,1,score_above_threshold_not_invalid,Tissot Mens T-Race Cycling Dark Blue Watch T111.417.37.441.06,Tissot T111.417.37.441.05 T-Race Cycling Chronograph Black PVD 44mm,Tissot,,385.95,11820000
test,valid_high_score_accepted,12338419#2088770,1,0.9888861382272752,valid,[],"['model_token_overlap', 'category_keyword_overlap']","['brand_missing', 'multiple_quantities_ambiguous', 'price_missing']",accept,1,score_above_threshold_not_invalid,"WS-C3650-8X24UQ-LCisco Catalyst 3650 24 Port mGig, 4x10G Uplink, LAN Base","Cisco Catalyst 3650 24 Port mGig, 4x10G Uplink, LAN Base",,,3.58,
train,valid_high_score_accepted,2965203#64197093,1,0.9886563214804192,valid,[],"['model_token_overlap', 'category_keyword_overlap']","['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,APC Smart-UPS RT 192V RM Battery Pack,"APC Smart-UPS RT RM battery pack, Extended-Run, 192V bus voltage, Rack 6U, compatible with Smart-UPS RT RM 15 -20kVA, Black (SURT192RMXLBP2)",,,23449.00,278450
test,valid_high_score_accepted,24931990#29009865,0,0.9880911398768218,valid,[],"['color_match', 'category_keyword_overlap']","['brand_missing', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Tissot T-Race Chronograph Cycling Chronograph,Tissot T111.417.37.441.05 T-Race Cycling Chronograph Black PVD 44mm,,,6.75E2,11820000
test,valid_high_score_accepted,29009865#7185118,0,0.9867871546181628,valid,[],['model_token_overlap'],"['brand_missing', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Tissot T111.417.37.441.05 T-Race Cycling Chronograph Black PVD 44mm,Tissot T-Race Cycling T111.417.27.441.00,,,11820000,433.78
valid,valid_high_score_accepted,67761649#25036871,1,0.9865786140053794,valid,[],"['model_token_overlap', 'category_keyword_overlap']","['brand_missing', 'bundle_or_kit_mismatch', 'currency_missing_or_mismatch']",accept,1,score_above_threshold_not_invalid,Seiko Presage Automatic Zen Garden SRPD41 SRPD41J1 SRPD41J Japan Made Mens Watch,Seiko Presage Automatic Zen Garden SRPD41 SRPD41J1 SRPD41J Japan Made Men's Watch,,,450,624.00
